COD,LOC,REF,PRC,QTD
43059,PLACA / FIBRA SIMPLES,*Placa Fibra Vidro Face Simples 15 x 15 cm Comkitel 43.059,13.50,12.00
43060,PLACA / FIBRA SIMPLES,*Placa Fibra Vidro Face Simples 15 x 20 cm Comkitel 43.060,17.90,2.00
430601,PLACA / FIBRA SIMPLES,*Placa Fibra Vidro Face Simples 20 x 20 cm Comkitel 43.060.1 ,23.50,18.00
43061,PLACA / FIBRA SIMPLES,*Placa Fibra Vidro Face Simples 91.5 x 102 cm Comkitel 43.061,543.30,0.00
7898001612918,QUIMICA,*Plasti Film 500ml Quimatic CK1 42.115,89.80,5.00
500213,FERRAMENTA / COLA,*Refil Silicone Pistola Cola Grande Amarela 34 50.021.3 :BB6,1.40,287.00
50021,FERRAMENTA / COLA,*Refil Silicone Pistola Cola Grande Branca 34 50.021 ,1.40,1.00
500212,FERRAMENTA / COLA,*Refil Silicone Pistola Cola Grande Preta 50.021.2 :BB6,1.50,122.00
500211,FERRAMENTA / COLA,*Refil Silicone Pistola Cola Pequeno 65 50.021.1,1.20,0.00
7896551301276,FIOS E CABOS / R SOLDA,*Rolo Solda Azul 1/2 Kg 189M08 60x40 Best 10.28.002,76.50,48.00
7896551300057,FIOS E CABOS / R SOLDA,*Rolo Solda Azul 1/2 Kg 189M10 60x40 Best 10.28.003,76.50,58.00
7898249430213,FIOS E CABOS / R SOLDA,*Rolo Solda Azul 1/2 kg 60x40 1 mm Cobix 116 10.28.007 :AE,66.90,37.00
1028008,FIOS E CABOS / R SOLDA,*Rolo Solda Azul 125g 189M10 60x40 Best 10.28.008  :AE,29.90,71.00
7898249430565,FIOS E CABOS / R SOLDA,*Rolo Solda Azul 250g 60x40 1 mm Cobix 147 10.28.005 :AE,33.90,46.00
7896551300231,FIOS E CABOS / R SOLDA,*Rolo Solda Coral 1/2 Kg 183M08 63x37 Best 10.28.004 :AE,77.90,45.00
040232794858,QUIMICA,*Silicone Spray On 300ml - 170g SpayOn Automatic 42.085,14.90,6.00
040232762802,QUIMICA,*Silimatic Spray Lubrificante Seco 250ml - 120g Chemitron 42.069,14.90,0.00
42077,QUIMICA,*Spray Limpa Tela 60ml Clean 42.077,14.90,0.00
7898001616015,QUIMICA,*Tira Grude 40ml Quimatic 42.112  :CC5,17.90,27.00
42106,ELETRONICA,*Transfer 42.106 :BB5,2.90,430.00
7897994100358,QUIMICA,*Vaselina Spray 250ml - 120g Autobelle 42.086.1,11.90,0.00
42064,QUIMICA,*Verniz para Circuito Impresso 100ml KVP100 Comkitel 42.064,3.90,0.00
35019,ELETRONICA / FIX,Abraçadeira de Aço para Lampada Fluorescente 35.019,1.20,122.00
7895194221637,ELETRONICA / CINTA,"Abracadeira Velcro 2,5m Azul 35.010AZ :BB5",25.50,20.00
7895194221651,ELETRONICA / CINTA,"Abracadeira Velcro 2,5m Cinza 35.010CZ",25.50,0.00
7895194221613,ELETRONICA / CINTA,"Abracadeira Velcro 2,5m Preto 35.010PT :BB5",25.50,19.00
7895194221675,ELETRONICA / CINTA,"Abracadeira Velcro 2,5m Vermelho 35.010VM :BB5",25.50,20.00
7869549490016,INFORMATICA / PLACA ,Adaptador Captura Audio e 4 Videos USB 2.0 70.062.2,69.80,5.00
7825080813929,INFORMATICA / PLACA ,Adaptador Captura Audio e Video USB 2.0 70.062,49.90,1.00
25157,CONECTOR / ADAPTADOR,Adaptador Conversor Displayport Fca-dp3 para Hdmi 25.157,32.20,6.00
42291,FERRAMENTA / FURADEIRA,Adaptador de Furadeira Flexivel Mandril 30cm 42.291,32.90,1.00
42290,FERRAMENTA / FURADEIRA,"Adaptador de Furadeira para Mini Mandril Driver 1/4"" 42.290",22.90,1.00
3020001,CONECTOR / RJ,Adaptador Duplo 1 RJ11 Femea X 2 RJ11 Femea 30.033.4.1 30.20.001,4.20,20.00
3020002,CONECTOR / RJ,Adaptador Duplo 1 RJ11 Macho X 2 RJ11 Femea 30.033.4 30.20.002,3.90,72.00
3020003,CONECTOR / RJ,Adaptador Duplo 1 RJ11 Macho X 3 RJ11 Femea 30.033.4.2 30.20.003,5.90,33.00
7895194069291,CONECTOR / RJ,Adaptador Duplo 1 RJ11 Macho X 5 RJ11 Femea 30.20.004 :CF2,9.80,25.00
7895194240447,CONECTOR / RJ,Adaptador Duplo 1 RJ45 Macho X 2 RJ45 Femea 30.063 30.20.005 :CF3,6.90,155.00
2703029,CONECTOR / ADAPTADOR,Adaptador Duplo 2 Borne Banana Femea X BNC Macho 27.030.29   CX176,16.90,0.00
2704950,CONECTOR / ADAPTADOR,Adaptador Duplo 2 HDMI Femea X HDMI Macho 27.049.50  CX,41.90,12.00
250783,CONECTOR / ADAPTADOR,Adaptador Duplo 2 P10 Mono Femea X 1 P10 Mono M Duplo 25.078.3 CX154 :AB5,2.50,42.00
250781,CONECTOR / ADAPTADOR,Adaptador Duplo 2 P10 Mono Femea X 1 RCA Macho Duplo 25.078.1 CX155,2.40,1.00
250791,CONECTOR / ADAPTADOR,Adaptador Duplo 2 P10 Stereo Femea X 1 P10 Mono Macho Duplo 25.079.1,2.90,0.00
25079,CONECTOR / ADAPTADOR,Adaptador Duplo 2 P10 Stereo Femea X 1 P10 Stereo Mcho D 25.079  CX154,2.70,0.00
25080,CONECTOR / ADAPTADOR,Adaptador Duplo 2 P10 Stereo Femea X 1 P2 Stereo Duplo 25.080 CX153,3.10,27.00
250792,CONECTOR / ADAPTADOR,Adaptador Duplo 2 P10 Stereo Femea X 1 RCA Macho  Duplo 25.079.2 ,2.90,0.00
250822,CONECTOR / ADAPTADOR,Adaptador Duplo 2 P10 Stereo Femea X P2 Mono Macho 25.082.2  CX153  :AB5,2.10,63.00
250775,CONECTOR / ADAPTADOR,Adaptador Duplo 2 P2 Mono Femea  X 1 P10 Mono Macho Dp 25.077.5 CX153 :AB5,2.40,93.00
250772,CONECTOR / ADAPTADOR,Adaptador Duplo 2 P2 Mono Femea X P10 Stereo Macho 25.077.2   CX151 ,2.40,0.00
250774,CONECTOR / ADAPTADOR,Adaptador Duplo 2 P2 Mono Femea X P2 Mono 25.077.4 CX149,2.40,29.00
25076,CONECTOR / ADAPTADOR,Adaptador Duplo 2 P2 Stereo Femea X P2 Stereo M Dourado 25.076 CX149 :AB5,3.90,86.00
7895194240355,CONECTOR / ADAPTADOR,Adaptador Duplo 2 P2 Stereo Femea X P2 Stereo Macho 25.077 Prata CX149  :AB5,2.40,24.00
251072,CONECTOR / ADAPTADOR,Adaptador Duplo 2 RCA Femea X 1 P10 Mono Macho 25.107.2   CX155 :AB5,3.40,98.00
250805,CONECTOR / ADAPTADOR,Adaptador Duplo 2 RCA Femea X 1 P10 Stereo Macho Duplo 25.080.5 CX 153,3.95,0.00
250808,CONECTOR / ADAPTADOR,Adaptador Duplo 2 RCA Femea X 1 P2 Mono Duplo 25.080.8   CX152,2.70,26.00
5016509028501,CONECTOR / ADAPTADOR,Adaptador Duplo 2 RCA Femea X 1 P2 Stereo Macho Duplo 25.080.6 CX152 :AB5,2.50,145.00
250804,CONECTOR / ADAPTADOR,"Adaptador Duplo 2 RCA Femea X 1 RCA Macho ""Y"" 25.080.4",4.70,0.00
7895194183126,CONECTOR / ADAPTADOR,Adaptador Duplo 2 RCA Femea X 1 RCA Macho Duplo Ouro 25.080.11   CX156  :AB5,2.90,60.00
250801,CONECTOR / ADAPTADOR,Adaptador Duplo 2 RCA Femea X 1 RCA Macho Duplo Prata 25.080.1 CX156 ,1.90,18.00
250821,CONECTOR / ADAPTADOR,Adaptador Duplo 2 RCA Macho X 1 RCA Macho 25.082.1   CX157,3.30,20.00
7895194173233,CONECTOR / RJ,Adaptador Duplo 2 RJ45 Femea X 1 RJ45 Femea 30.068 30.20.006,5.90,20.00
27025,CONECTOR / ADAPTADOR,Adaptador Duplo BNC Femea x 2 BNC Femea 27.025,5.90,0.00
27024,CONECTOR / ADAPTADOR,Adaptador Duplo BNC Macho x 2 BNC Femea 27.024  CX176A,5.90,0.00
7895194174933,CONECTOR / ADAPTADOR,Adaptador Duplo Fonte p/ 2 IDE SATA 16.02.011,9.80,17.00
2508010,CONECTOR / ADAPTADOR,Adaptador Duplo RCA Femea X 2 RCA Macho 25.080.10   CX157  :AB5,3.90,101.00
2704927,CONECTOR / ADAPTADOR,Adaptador DVI Macho X 3 RCA Video Componente 27.049.27   CX170,52.90,0.00
2704970,CONECTOR / ADAPTADOR,Adaptador Extensor Vga Video Via Cabo Rede Rj45 27.049.70 CX 165 ,10.90,0.00
25142,CONECTOR / ADAPTADOR,Adaptador Mini Display Port x HDMI - DVI - Display Port 25.142,98.90,0.00
MINIDP-HD,CONECTOR / ADAPTADOR,Adaptador Mini Display Port x HDMI 25.140,29.90,13.00
25141,CONECTOR / ADAPTADOR,Adaptador Mini Display Port x VGA 25.141,49.80,0.00
2704922,CONECTOR / ADAPTADOR,Adaptador Placa DB25 Macho X Conector 10vias 27.049.22,9.00,1.00
260071,ANTENA / CONECTOR,Adaptador Simples Antena Carro 26.007.1   CX182,3.90,46.00
2703015,CONECTOR / ADAPTADOR,Adaptador Simples BNC Femea X Europeu  Macho 27.030.15   CX172,13.90,3.00
251044,CONECTOR / ADAPTADOR,Adaptador Simples BNC Femea X F Macho 25.104.4   CX177,2.50,74.00
2510441,CONECTOR / ADAPTADOR,Adaptador Simples BNC Femea X RCA Macho 25.104.4.1  CX178 :AB5,2.00,107.00
2703017,ELETRICA,Adaptador Simples BNC Femea X SMA Macho 27.030.17   CX182,12.90,0.00
2703018,CONECTOR / ADAPTADOR,"Adaptador Simples BNC Femea X Tipo ""N"" Macho 27.030.18   CX179",14.50,0.00
2704945,CONECTOR / ADAPTADOR,Adaptador Simples BNC Femea X TNC Macho 27.049.45   CX179,18.90,0.00
250826,CONECTOR / ADAPTADOR,Adaptador Simples BNC Femea X UHF Femea 25.082.6,2.90,0.00
2703016,CONECTOR / ADAPTADOR,Adaptador Simples BNC Femea X UHF Macho 27.030.16   CX,18.90,0.00
2510510,CONECTOR / ADAPTADOR,Adaptador Simples Canon Femea X P10 Mono Macho 25.105.10 CX145  :AB5,19.80,22.00
251056,CONECTOR / ADAPTADOR,Adaptador Simples Canon Femea X P10 Stereo Femea Trava CA307 25.105.6   CX1,15.90,0.00
251052,CONECTOR / ADAPTADOR,Adaptador Simples Canon Femea X P10 Stereo Macho CA311HYX 25.105.2   CX 22,13.90,0.00
251059,CONECTOR / ADAPTADOR,Adaptador Simples Canon Femea X RCA Femea CA314HYX 25.105.9   CX144,13.90,1.00
251057,CONECTOR / ADAPTADOR,Adaptador Simples Canon Femea X RCA Macho CA312HYX 25.105.7   CX144,9.90,0.00
251054,CONECTOR / ADAPTADOR,Adaptador Simples Canon Macho X Canon Femea CA301HYX 25.105.4   CX145,12.90,5.00
251053,CONECTOR / ADAPTADOR,Adaptador Simples Canon Macho X P10 Mono Macho 25.105.3   CX146,9.90,17.00
251058,CONECTOR / ADAPTADOR,Adaptador Simples Canon Macho X RCA Macho CA313HYX 25.105.8   CX,13.90,0.00
2704923,CONECTOR / ADAPTADOR,Adaptador Simples DB25 Femea X Centronics Macho 27.049.23,9.00,0.00
270492,CONECTOR / ADAPTADOR,Adaptador Simples DB25 Macho X DB25 Macho 27.049.2,11.90,0.00
2704912,CONECTOR / ADAPTADOR,Adaptador Simples DB9 Femea X DB25 Femea 27.049.12 ,4.00,0.00
270499,CONECTOR / ADAPTADOR,Adaptador Simples DB9 Femea X DB25 Macho 27.049.9 ,8.90,0.00
270498,CONECTOR / ADAPTADOR,Adaptador Simples DB9 Femea X DB9 Femea 27.049.8 CX164,15.90,19.00
2704921,CONECTOR / ADAPTADOR,Adaptador Simples DB9 Macho X DB25 Macho 27.049.21,6.90,0.00
2704961,CONECTOR / ADAPTADOR,Adaptador Simples DB9 Macho X DB9 Femea 27.049.61 CX164  :AB4,8.90,56.00
2704960,CONECTOR / ADAPTADOR,Adaptador Simples DB9 Macho X DB9 Macho Slim 27.049.60  CX164,10.90,16.00
2704920,CONECTOR / ADAPTADOR,Adaptador Simples DB9 Macho X HD15 Femea 27.049.20   CX163  :AB4,9.80,30.00
2704910,CONECTOR / ADAPTADOR,Adaptador Simples DB9 Macho X Mini DIN 6 pinos Macho 27.049.10,4.90,0.00
251047,CONECTOR / ADAPTADOR,Adaptador Simples DIN Femea X Mini DIN Macho 25.104.7   CX167,5.90,1.00
2510413,CONECTOR / ADAPTADOR,Adaptador Simples Europeu  X  P2 Mono 25.104.13   CX134,1.90,2.00
2510412,CONECTOR / ADAPTADOR,Adaptador Simples Europeu Femea X P2Mono Macho 25.104.12,1.90,0.00
251045,CONECTOR / ADAPTADOR,Adaptador Simples F Rosca Femea X BNC Macho 25.104.5   CX177 :AB4,2.20,404.00
2510410,CONECTOR / ADAPTADOR,Adaptador Simples F Rosca Femea X Europeu Macho 25.104.10 CX174,2.50,104.00
251014,CONECTOR / ADAPTADOR,Adaptador Simples F Rosca Femea X F Engate Rapido 90 Graus 25.101.4 CX175,3.20,50.00
251012,CONECTOR / ADAPTADOR,Adaptador Simples F Rosca Femea X F Engate Rapido Macho 25.101.2 CX175,2.80,17.00
251015,CONECTOR / ADAPTADOR,Adaptador Simples F Rosca Femea X F Rosca Femea 90 Graus 25.101.5,2.90,0.00
251013,CONECTOR / ADAPTADOR,Adaptador Simples F Rosca Femea X F Rosca Macho 90 Graus 25.101.3 CX173  :AB5,3.60,100.00
2510411,CONECTOR / ADAPTADOR,Adaptador Simples F Rosca Femea X P2 Mono Macho 25.104.11 CX174 ,2.80,31.00
251011,CONECTOR / ADAPTADOR,Adaptador Simples F Rosca Femea X RCA 25.101.1   CX176  :AB5,2.30,127.00
251016,CONECTOR / ADAPTADOR,Adaptador Simples F Rosca Macho X F Rosca Macho 90 Graus 25.101.6   CX173,2.90,0.00
7899471809051,CONECTOR / ADAPTADOR,Adaptador Simples Fonte para IDE SATA :FB2,6.60,29.00
7898554601896,CONECTOR / ADAPTADOR,Adaptador Simples Fonte para IDE SATA 16.02.008 :FB2,2.50,36.00
2704932,CONECTOR / ADAPTADOR,Adaptador Simples HD15 Femea X DVI Macho VGA 27.049.32 CX173 :AB4,12.90,32.00
2704934,CONECTOR / ADAPTADOR,Adaptador Simples HD15 Femea X HD15 Femea VGA Slin 27.049.34  CX162 :AB4,11.90,41.00
2704942,CONECTOR / ADAPTADOR,Adaptador Simples HD15 Femea X HD15 Macho VGA 90°  27.049.42   CX161,14.90,0.00
2704931,CONECTOR / ADAPTADOR,Adaptador Simples HD15 Femea X HD15 Macho VGA Slin 27.049.31   CX162,11.90,12.00
2704936,CONECTOR / ADAPTADOR,Adaptador Simples HD15 Macho X HD15 Macho VGA Slin 27.049.36   CX162  :AB4,15.90,105.00
2704930,CONECTOR / ADAPTADOR,Adaptador Simples HDMI Femea X DVI Macho 27.049.30   CX173 :AB4,19.80,41.00
2704941,CONECTOR / ADAPTADOR,Adaptador Simples HDMI Femea X HDMI Femea 27.049.41  CX 169,12.90,12.00
7899170812635,CONECTOR / ADAPTADOR,Adaptador Simples HDMI Femea X HDMI Macho 27.049.38   CX168,15.90,8.00
2704949,CONECTOR / ADAPTADOR,Adaptador Simples HDMI Femea X HDMI Macho 90 Grau Lateral 27.049.49   CX167,16.90,0.00
2704939,CONECTOR / ADAPTADOR,Adaptador Simples HDMI Femea X HDMI Macho 90 Graus 27.049.39   CX168  :AB4,10.90,66.00
2704926,CONECTOR / ADAPTADOR,Adaptador Simples HDMI Femea X Micro HDMI Macho 27.049.26 CX171,13.50,16.00
7895194188107,CONECTOR / ADAPTADOR,Adaptador Simples HDMI Femea X Mini HDMI Macho 27.049.29 CX172 ,18.60,11.00
7895194188060,CONECTOR / ADAPTADOR,Adaptador Simples HDMI Femea X Mini HDMI Macho 360 27.049.25 CX172,28.20,0.00
2704928,CONECTOR / ADAPTADOR,Adaptador Simples HDMI Macho X DVI Femea 27.049.28   CX173  :AB4,19.80,9.00
2704937,CONECTOR / ADAPTADOR,Adaptador Simples HDMI Macho X HDMI Macho 27.049.37 CX169,15.90,8.00
2704933,CONECTOR / ADAPTADOR,Adaptador Simples HDMI Macho X HDMI Macho 90 Graus 27.049.33 ,27.90,0.00
79368959859,CONECTOR / ADAPTADOR,Adaptador Simples HDMI Macho X Micro HDMI Femea 27.049.24   CX170,29.80,6.00
251048,CONECTOR / ADAPTADOR,Adaptador Simples Mini DIN Femea X  DIN Macho 25.104.8   CX166,5.90,0.00
2704915,CONECTOR / ADAPTADOR,Adaptador Simples Mini DIN Femea X DB9 Femea 27.049.15   CX163,9.80,9.00
2508013,CONECTOR / ADAPTADOR,Adaptador Simples Mini DIN SVHS Femea X RCA Femea Dourado 25.080.13   CX142,4.90,14.00
2508012,CONECTOR / ADAPTADOR,Adaptador Simples Mini DIN SVHS Femea X RCA Macho Dourado 25.080.12   CX142,4.90,5.00
2703021,CONECTOR / ADAPTADOR,"Adaptador Simples Motorola Femea X Tipo ""N"" Macho 27.030.21   CX179",13.20,0.00
2703025,CONECTOR / ADAPTADOR,Adaptador Simples Motorola Femea X TNC Femea 27.030.25   CX179,15.90,0.00
2703022,CONECTOR / ADAPTADOR,Adaptador Simples Motorola Femea X TNC Macho 27.030.22   CX179,15.30,1.00
2703020,CONECTOR / ADAPTADOR,Adaptador Simples Motorola Femea X UHF Macho 27.030.20   CX180,18.90,0.00
2703019,CONECTOR / ADAPTADOR,Adaptador Simples N Femea X Motorola Macho 27.030.19   CX179,12.90,0.00
2703024,CONECTOR / ADAPTADOR,Adaptador Simples N Macho X Motorola Macho 27.030.24   CX179,15.30,0.00
250811,CONECTOR / ADAPTADOR,Adaptador Simples P1 Mono Femea X P2 Stereo Macho 25.081.1,2.50,0.00
251079,CONECTOR / ADAPTADOR,Adaptador Simples P1 Mono Femea X P4 3.0mm Macho 25.107.9   CX135,3.90,9.00
250813,CONECTOR / ADAPTADOR,Adaptador Simples P1 Stereo Femea X P1 Mono Macho 25.081.3   CX134,1.90,3.00
250812,CONECTOR / ADAPTADOR,Adaptador Simples P1 Stereo Femea X P2 Stereo Macho 25.081.2   CX134,2.90,22.00
251051,CONECTOR / ADAPTADOR,Adaptador Simples P10 Mono Femea X Canon Macho 25.105.1  CX144,14.90,44.00
25092,CONECTOR / ADAPTADOR,Adaptador Simples P10 Mono Femea X P10 Stereo Macho 25.092   CX140,2.50,0.00
25090,CONECTOR / ADAPTADOR,Adaptador Simples P10 Mono Femea X P2 Mono Macho 25.090  CX137 :AB5,2.10,89.00
250901,CONECTOR / ADAPTADOR,Adaptador Simples P10 Mono Femea X P2 Stereo Macho 25.090.1 CX137 :AB5,2.10,63.00
7895194240430,CONECTOR / ADAPTADOR,Adaptador Simples P10 Mono Femea X RCA Macho 25.094   CX142  :AB5,2.70,10.00
251055,CONECTOR / ADAPTADOR,Adaptador Simples P10 Stereo Femea X Canon Macho com Trava CA305 25.105.5 CX144,26.90,0.00
25097,CONECTOR / ADAPTADOR,Adaptador Simples P10 Stereo Femea X P10 Mono Macho 25.097   CX140,2.50,0.00
25095,CONECTOR / ADAPTADOR,Adaptador Simples P10 Stereo Femea X P2 Mono Macho 25.095 CX138,2.50,3.00
7895194240362,CONECTOR / ADAPTADOR,Adaptador Simples P10 Stereo Femea X P2 Stereo Macho 25.096   CX138  :AB5,3.20,192.00
250961,CONECTOR / ADAPTADOR,Adaptador Simples P10 Stereo Femea X P2 Stereo Macho Metal 25.096.1   CX138,3.20,0.00
25091,CONECTOR / ADAPTADOR,Adaptador Simples P10 Stereo Femea X RCA Macho 25.091   CX142,2.90,1.00
250831,CONECTOR / ADAPTADOR,Adaptador Simples P2 Mono Femea X P10 Mono M Dourado 25.083.1 CX139 :AB5,2.20,74.00
25083,CONECTOR / ADAPTADOR,Adaptador Simples P2 Mono Femea X P10 Mono Macho  25.083 CX139,1.90,36.00
25084,CONECTOR / ADAPTADOR,Adaptador Simples P2 Mono Femea X P10 Stereo Macho 25.084   CX,1.90,0.00
25082,CONECTOR / ADAPTADOR,Adaptador Simples P2 Mono Femea X P2 Stereo Macho 25.082   CX136,2.00,1.00
2510710,CONECTOR / ADAPTADOR,Adaptador Simples P2 Mono Femea X P4 2.1mm Macho 25.107.10   CX135,3.90,1.00
250897,CONECTOR / ADAPTADOR,Adaptador Simples P2 Stereo Femea X P1 Mono Macho Metal 25.089.7   CX134,2.90,7.00
250893,CONECTOR / ADAPTADOR,Adaptador Simples P2 Stereo Femea X P1 Stereo M Dourado 25.089.3  CX134  :AB5,2.20,59.00
250892,CONECTOR / ADAPTADOR,Adaptador Simples P2 Stereo Femea X P1 Stereo Macho 25.089.2   CX134,3.50,24.00
250882,CONECTOR / ADAPTADOR,Adaptador Simples P2 Stereo Femea X P10 Mono Macho 25.088.2   CX141,2.90,53.00
250881,CONECTOR / ADAPTADOR,Adaptador Simples P2 Stereo Femea X P10 Mono Macho Metal 25.088.1   CX141,3.60,0.00
250894,CONECTOR / ADAPTADOR,Adaptador Simples P2 Stereo Femea X P10 Stereo M Ouro 25.089.4 CX 139 :AB5,3.20,189.00
7895194240331,CONECTOR / ADAPTADOR,Adaptador Simples P2 Stereo Femea X P10 Stereo Macho 25.089 CX141  :AB5,1.90,209.00
250891,CONECTOR / ADAPTADOR,Adaptador Simples P2 Stereo Femea X P10 Stereo Macho Metal 25.089.1   CX139,2.90,0.00
25087,CONECTOR / ADAPTADOR,Adaptador Simples P2 Stereo Femea X P2 Mono Macho 25.087   CX,1.90,0.00
250896,CONECTOR / ADAPTADOR,Adaptador Simples P2 Stereo Femea X P2 Stereo Macho 25.089.6   CX,1.90,0.00
251077,CONECTOR / ADAPTADOR,Adaptador Simples P4 2.1mm Femea X P2 Mono Macho 25.107.7  CX,3.90,0.00
251076,CONECTOR / ADAPTADOR,"Adaptador Simples P4 2.1mm Femea X P4 0,7mm Mcho 25.107.6   CX135",5.90,6.00
2510711,CONECTOR / ADAPTADOR,Adaptador Simples P4 2.1mm Femea X P4 1.0mm Macho 25.107.11   CX136,3.90,0.00
251073,CONECTOR / ADAPTADOR,Adaptador Simples P4 2.1mm Femea X P4 1.3mm Mcho 25.107.3   CX135,3.90,2.00
2510713,CONECTOR / ADAPTADOR,Adaptador Simples P4 2.1mm Femea X P4 1.7mm Macho 25.107.13   CX135,3.90,6.00
2510714,CONECTOR / ADAPTADOR,Adaptador Simples P4 2.1mm Femea X P4 1.7mm/4.8mm Macho 25.107.14   CX135,3.90,0.00
2510715,CONECTOR / ADAPTADOR,Adaptador Simples P4 2.1mm Femea X P4 2.5mmx5.5mm Macho 25.107.15   CX135,3.90,1.00
2510716,CONECTOR / ADAPTADOR,Adaptador Simples P4 2.1mm Femea X P4 3.6mm Macho 25.107.16  CX135,3.90,4.00
251078,CONECTOR / ADAPTADOR,Adaptador Simples P4 2.5mm Femea X P2 Mono Macho 25.107.8   CX134,3.90,0.00
251074,CONECTOR / ADAPTADOR,Adaptador Simples P4 2.5mm Femea X P4 1.3mm Macho 25.107.4  CX,3.90,0.00
251075,CONECTOR / ADAPTADOR,Adaptador Simples P4 2.5mm Femea X P4 2.1mm Macho 25.107.5   CX136,3.90,0.00
251046,CONECTOR / ADAPTADOR,Adaptador Simples RCA Femea X BNC Macho 25.104.6   CX178,2.20,26.00
7895194240454,CONECTOR / ADAPTADOR,Adaptador Simples RCA Femea X F Rosca Macho 25.101   CX176 :AB5,2.00,31.00
251042,CONECTOR / ADAPTADOR,Adaptador Simples RCA Femea X P10 Mono Macho 25.104.2 CX140,2.80,51.00
25103,CONECTOR / ADAPTADOR,Adaptador Simples RCA Femea X P10 Mono Macho Metal 25.103  CX 140  :AB5,3.20,63.00
7895194240416,CONECTOR / ACENDEDOR,Adaptador Simples RCA Femea X P2 Mono Macho 25.100   CX136  :AB5,2.50,47.00
251021,CONECTOR / ADAPTADOR,Adaptador Simples RCA Macho X BNC Macho 25.102.1   CX178,2.90,17.00
251025,CONECTOR / ADAPTADOR,Adaptador Simples RCA Macho X F Macho 25.102.5   CX176,2.90,9.00
251026BR,CONECTOR / ADAPTADOR,Adaptador Simples RCA Macho X RCA Femea 90 Graus Branco 25.102.6BR,3.50,9.00
251026PT,CONECTOR / ADAPTADOR,Adaptador Simples RCA Macho X RCA Femea 90 Graus Preto  25.102.6PT  :CX143  ,3.50,7.00
251026VM,CONECTOR / ADAPTADOR,Adaptador Simples RCA Macho X RCA Femea 90 Graus Vermelha 25.102.6VM   CX143,3.50,41.00
2704940,CONECTOR / ADAPTADOR,Adaptador Simples RJ45 Femea  X D25 Macho 27.049.40   CX166,6.90,13.00
2704911,CONECTOR / ADAPTADOR,Adaptador Simples RJ45 Femea  X DB9 Femea 27.049.11  CX 165,9.80,10.00
2704935,CONECTOR / ADAPTADOR,Adaptador Simples RJ45 Femea  X DB9 Macho 27.049.35    CX165,8.90,10.00
270495,CONECTOR / ADAPTADOR,Adaptador Simples RJ45 Femea X DB25 Femea 27.049.5   CX166,7.90,1.00
2703031,CONECTOR / ADAPTADOR,Adaptador Simples SMA Femea Reverso X SMA Macho Reverso 27.030.31   CX,8.90,0.00
2704947,CONECTOR / ADAPTADOR,Adaptador Simples SMA Femea Reverso X TNC Macho 27.049.47   CX182,18.90,0.00
2703026,CONECTOR / ADAPTADOR,Adaptador Simples SMA Femea X BNC Femea 27.030.26   CX180,12.90,0.00
25108,CONECTOR / ADAPTADOR,Adaptador Simples Speakon Femea X P10 Stereo Femea Trava 25.108   CX147,24.90,5.00
251088,CONECTOR / ADAPTADOR,Adaptador Simples Speakon Macho X P10 Stereo Femea 25.108.8   CX148,21.20,5.00
2703012,CONECTOR / ADAPTADOR,"Adaptador Simples Tipo ""N"" Femea x UHF Femea 27.030.12   CX178",22.90,0.00
2704916,CONECTOR / ADAPTADOR,"Adaptador Simples Tipo ""N"" Femea X UHF Macho 27.049.16   CX178",18.90,0.00
2704917,CONECTOR / ADAPTADOR,"Adaptador Simples Tipo ""N"" Femea X UHF Macho 90º 27.049.17   CX178",29.80,1.00
2704946,CONECTOR / ADAPTADOR,Adaptador Simples TNC Femea X BNC Macho 27.049.46   CX179,18.90,0.00
2703023,CONECTOR / ADAPTADOR,Adaptador Simples TNC Femea X Motorola Macho 27.030.23 ,15.32,0.00
2704944,CONECTOR / ADAPTADOR,Adaptador Simples TNC Macho Reverso X SMA Femea Reverso 27.049.44   CX180,18.20,3.00
2704948,CONECTOR / ADAPTADOR,Adaptador Simples UHF Femea x BNC Macho 27.049.48   CX180,22.20,0.00
2510712,CONECTOR / ADAPTADOR,Adaptador Simples UHF Femea x P2 Mono Macho 25.107.12   CX181,18.90,0.00
2704919,CONECTOR / ADAPTADOR,"Adaptador Simples UHF Femea x Tipo ""N"" Macho 27.049.19   CX178",18.90,0.00
2704918,CONECTOR / ADAPTADOR,"Adaptador Simples UHF Femea x Tipo ""N"" Macho 90º 27.049.18   CX178",29.80,0.00
2704914,CONECTOR / ADAPTADOR,Adaptador Simples UHF Femea x TNC Macho 27.049.14   CX180,19.80,0.00
2704943,CONECTOR / ADAPTADOR,Adaptador Simples UHF Femea x UHF Macho 90º 27.049.43   CX178,19.80,0.00
25133,CONECTOR / ADAPTADOR,Adaptador Simples USB A Femea X Micro USB Macho 25.133   CX,8.90,0.00
25135,CONECTOR / ADAPTADOR,Adaptador Simples USB A Femea X Micro USB Macho 90° 25.135   CX159,15.90,0.00
25136,CONECTOR / ADAPTADOR,Adaptador Simples USB A Femea X Micro USB Macho Articulável 25.136   CX159,16.90,0.00
25127,CONECTOR / ADAPTADOR,Adaptador Simples USB A Femea X Mini USB 5P Macho 25.127   CX158,9.80,40.00
25111,CONECTOR,Adaptador Simples USB A Femea X PS2 Macho 25.111   CX160,5.90,1.00
